assistedflash,assister_X,assister_Y,assister_Z,assister_health,assister_place,assister_name,assister_steamid,assister_side,attacker_X,attacker_Y,attacker_Z,attacker_health,attacker_place,attacker_name,attacker_steamid,attacker_side,attackerblind,attackerinair,ct_side,distance,dmg_armor,dmg_health,dominated,headshot,hitgroup,noreplay,noscope,penetrated,revenge,t_side,thrusmoke,tick,victim_X,victim_Y,victim_Z,victim_health,victim_place,victim_name,victim_steamid,victim_side,weapon,weapon_fauxitemid,weapon_itemid,weapon_originalowner_xuid,wipe,round_num
false,-304.49445,-1579.474,-167.96875,60.0,BombsiteA,HUASOPEEK,76561198319723208,t,-58.22113,-2073.2593,-167.96875,100,BombsiteA,max,76561198242950384,t,false,false,ct,8.250549,0,35,0,false,chest,false,false,0,0,t,false,165055,-359.58136,-2196.2563,-173.88275,6,BombsiteA,slaxejezzz,76561198356252021,ct,ak47,17293822569196093447,52158661684,"",0,14
false,,,,,,,,,-186.30505,-2186.3171,-167.96875,36,BombsiteA,max,76561198242950384,t,false,false,ct,13.243051,0,35,0,false,right_arm,false,false,0,0,t,true,165275,-687.7814,-2328.9524,-176.6742,22,BombsiteA,zweih,76561198210626739,ct,ak47,17293822569196093447,52158661684,"",0,14
false,-180.33319,-2341.3442,-167.96875,36.0,BombsiteA,max,76561198242950384,t,-583.69617,-2062.7114,-53.96875,60,BombsiteA,HUASOPEEK,76561198319723208,t,false,false,ct,16.059656,0,66,0,true,head,false,false,2,0,t,false,165403,-1000.481,-2519.6943,-167.96875,32,CTSpawn,Jame,76561198036125584,ct,galilar,17293822569130754061,51740217357,"",0,14
false,,,,,,,,,-802.63806,-915.336,-167.96875,79,Middle,xiELO,76561198141272052,ct,false,false,ct,36.918888,4,22,0,false,chest,false,false,0,0,t,true,168637,403.17285,-103.931885,-162.96875,1,TopofMid,meyern,76561198195642865,t,m4a1_silencer,17293822569126297660,49363953488,"",0,15
false,-739.1345,-252.27411,-159.96875,33.0,Catwalk,Jame,76561198036125584,ct,-701.8537,-816.1207,-263.96875,100,Middle,slaxejezzz,76561198356252021,ct,false,false,ct,23.201307,5,23,0,false,chest,false,false,0,0,t,false,168677,188.30472,-645.1221,-162.73859,6,TopofMid,luchov,76561198067722198,t,m4a1_silencer,17293822569169354812,52468123987,"",0,15
false,,,,,,,,,-1222.656,-1526.4149,-152.80054,100,Jungle,slaxejezzz,76561198356252021,ct,false,false,ct,21.84229,17,83,0,true,head,false,false,0,0,t,false,172368,-1103.8184,-675.22955,-134.96875,70,Middle,max,76561198242950384,t,m4a1_silencer,17293822569169354812,52468123987,"",0,15
false,,,,,,,,,-97.91638,-378.36346,-167.95776,26,Catwalk,HUASOPEEK,76561198319723208,t,false,false,ct,28.907692,0,114,0,true,head,false,false,0,0,t,false,172830,-1181.9598,-722.32336,-167.96875,79,SnipersNest,xiELO,76561198141272052,ct,galilar,17293822569130754061,51740217357,"",0,15
false,188.30472,-645.1221,-162.73859,0.0,TopofMid,luchov,76561198067722198,t,841.2655,-1048.68,-258.95184,17,PalaceAlley,dgt,76561198216891576,t,false,false,ct,7.4151673,0,142,0,true,head,false,false,0,0,t,false,174126,1001.2206,-1252.6714,-108.96875,33,PalaceAlley,Jame,76561198036125584,ct,ak47,17293822569196093447,52158661684,"",0,15
false,,,,,,,,,-1055.2369,-565.53894,-263.96875,47,Middle,xiELO,76561198141272052,ct,false,false,ct,31.957739,4,22,0,false,chest,false,false,0,0,t,true,177320,200.03477,-536.3808,-161.85352,1,TopofMid,max,76561198242950384,t,m4a1_silencer,17293822569141174332,29775541710,"",0,16
false,,,,,,,,,-692.6932,-798.1015,-263.96875,14,Middle,slaxejezzz,76561198356252021,ct,false,false,ct,31.516382,4,22,0,false,chest,false,false,0,0,t,true,177394,458.5645,-345.94446,-159.96875,23,TopofMid,luchov,76561198067722198,t,m4a1_silencer,17293822569169354812,52468123987,"",0,16
false,458.5645,-345.94446,-159.96875,0.0,TopofMid,luchov,76561198067722198,t,-205.43262,-1843.4133,-167.96875,100,BombsiteA,HUASOPEEK,76561198319723208,t,false,false,ct,22.783022,0,115,0,true,head,false,false,0,0,t,false,177995,-986.8284,-1397.7072,-167.0393,14,Jungle,slaxejezzz,76561198356252021,ct,galilar,17293822569130754061,51740217357,"",0,16
false,200.03938,-536.64734,-161.79163,0.0,TopofMid,max,76561198242950384,t,-431.2732,-1733.3667,-170.89807,100,BombsiteA,dgt,76561198216891576,t,false,false,ct,23.85251,3,26,0,false,chest,false,false,0,0,t,false,178226,-1231.1849,-1241.5713,-167.96875,21,CTSpawn,xiELO,76561198141272052,ct,ak47,17293822569196093447,52158661684,"",0,16
false,,,,,,,,,-593.00836,-1313.2543,-167.96875,100,BombsiteA,HObbit,76561198028292758,ct,false,false,ct,23.478127,17,82,0,true,head,false,false,0,0,t,false,178434,-474.2838,-2230.0242,-175.97906,78,BombsiteA,meyern,76561198195642865,t,m4a1_silencer,17293822569141174332,29775541710,"",0,16
false,,,,,,,,,-1357.2509,-2407.3499,-211.46155,100,CTSpawn,Jame,76561198036125584,ct,false,false,ct,27.969942,6,29,0,false,stomach,false,false,0,0,t,false,178655,-284.65344,-2159.1692,-173.84924,8,BombsiteA,HUASOPEEK,76561198319723208,t,m4a1_silencer,17293822569169354812,52468123987,"",0,16
false,,,,,,,,,-1297.3164,-1161.0383,-167.96875,100,CTSpawn,zweih,76561198210626739,ct,false,false,ct,37.07062,3,17,0,false,stomach,false,false,1,0,t,false,178928,-174.55829,-2093.4824,-167.96875,4,BombsiteA,dgt,76561198216891576,t,m4a1,17293822569122955280,50647160065,"",0,16
false,,,,,,,,,-1176.5941,-537.5885,-167.96875,100,SnipersNest,Jame,76561198036125584,ct,false,false,ct,34.871,1,136,0,false,stomach,false,false,0,0,t,false,181444,192.12463,-644.28314,-162.33661,100,TopofMid,dgt,76561198216891576,t,awp,17293822569156378633,50766264369,"",0,17
false,,,,,,,,,428.9953,-207.54443,-161.4674,100,TopofMid,luchov,76561198067722198,t,false,false,ct,40.9972,4,114,0,true,head,false,false,0,0,t,true,181813,-1128.2651,-626.3483,-167.96875,100,SnipersNest,slaxejezzz,76561198356252021,ct,deagle,17293822569171779585,52158607599,"",0,17
false,,,,,,,,,-718.75916,-970.22034,-215.96875,67,Connector,HUASOPEEK,76561198319723208,t,false,false,ct,31.98508,15,106,0,true,head,false,false,0,0,t,false,185237,-753.1218,288.10812,-164.15216,100,Underpass,zweih,76561198210626739,ct,ak47,17293822569103622151,52726141473,"",0,17
false,,,,,,,,,-574.6458,-344.06274,-167.9289,51,Catwalk,xiELO,76561198141272052,ct,false,false,ct,31.81194,0,34,0,false,chest,false,false,0,0,t,false,185826,-775.5555,-1579.4849,-167.96875,32,BombsiteA,luchov,76561198067722198,t,ak47,17293822569149038599,52576952348,"",0,17
false,-1126.8894,-626.3561,-167.96875,0.0,SnipersNest,slaxejezzz,76561198356252021,ct,-679.0604,-344.85974,-159.96875,51,Catwalk,xiELO,76561198141272052,ct,false,false,ct,25.056307,0,138,0,true,head,false,false,0,0,t,false,186066,-643.202,-1331.3324,-167.96875,67,BombsiteA,HUASOPEEK,76561198319723208,t,ak47,17293822569149038599,52576952348,"",0,17
false,,,,,,,,,-205.62946,-2355.263,-167.96875,100,BombsiteA,HObbit,76561198028292758,ct,false,false,ct,21.854774,0,82,0,true,head,false,false,0,0,t,false,186957,-477.4497,-1549.3488,-39.96875,75,Stairs,max,76561198242950384,t,mp9,17293822569104867362,27861649636,"",0,17
false,-1002.27954,-198.68243,-53.203125,4.0,Ladder,xiELO,76561198141272052,ct,-282.224,-2192.394,-170.78796,100,BombsiteA,HObbit,76561198028292758,ct,false,false,ct,11.66754,0,17,0,false,right_leg,false,false,0,0,t,false,187535,-397.81543,-1794.0339,-6.890625,6,Stairs,meyern,76561198195642865,t,mp9,17293822569104867362,27861649636,"",0,17
false,,,,,,,,,188.20732,-2342.713,-39.96875,100,PalaceInterior,dgt,76561198216891576,t,false,false,ct,35.866196,3,27,0,false,stomach,false,false,0,0,t,false,193136,-827.6348,-1369.9308,-167.96875,2,Jungle,slaxejezzz,76561198356252021,ct,galilar,17293822569130754061,38831224886,"",0,18
false,114.39889,-2374.5247,-39.96875,100.0,PalaceInterior,meyern,76561198195642865,t,62.255848,-2356.703,-39.96875,86,PalaceInterior,dgt,76561198216891576,t,false,false,ct,8.335699,13,91,0,true,head,false,false,0,0,t,false,194695,52.187508,-2027.3092,-39.96875,62,PalaceInterior,HObbit,76561198028292758,ct,galilar,17293822569130754061,38831224886,"",0,18
false,,,,,,,,,-2517.962,224.84169,-167.96875,41,BombsiteB,zweih,76561198210626739,ct,false,false,ct,38.37196,4,21,0,false,chest,false,false,0,0,t,false,197487,-1008.57135,291.46893,-165.69055,9,Underpass,luchov,76561198067722198,t,m4a1,17293822569158017040,35801920474,"",0,18
false,,,,,,,,,-2266.5364,349.9635,-164.60187,100,BombsiteB,zweih,76561198210626739,ct,false,false,ct,36.957485,1,136,0,false,stomach,false,false,0,0,t,false,204955,-839.45856,79.6145,-165.96875,100,Catwalk,luchov,76561198067722198,t,awp,17293822569156378633,50766264369,"",0,19
false,,,,,,,,,-2494.7822,323.65863,-167.96875,100,BombsiteB,zweih,76561198210626739,ct,false,false,ct,41.071392,5,434,0,true,head,false,false,0,0,t,false,205234,-895.37225,80.65506,-165.96875,100,Underpass,meyern,76561198195642865,t,awp,17293822569156378633,50766264369,"",0,19
false,-2348.007,-355.47174,-167.96875,100.0,Shop,slaxejezzz,76561198356252021,ct,-1443.3715,-2361.9036,-231.71545,100,CTSpawn,HObbit,76561198028292758,ct,false,false,ct,39.193516,18,84,0,true,head,false,false,0,0,t,false,205582,-1665.0504,-835.5251,-165.96875,48,CTSpawn,max,76561198242950384,t,m4a1,17293822569184952336,50590029608,"",0,19
false,,,,,,,,,-1911.049,748.7494,-47.96875,53,Apartments,HUASOPEEK,76561198319723208,t,false,false,ct,21.933556,4,33,0,false,stomach,false,false,0,0,t,true,205732,-2591.5,235.60843,-167.87744,20,BombsiteB,zweih,76561198210626739,ct,ak47,17293822569163063303,52581997602,"",0,19
false,,,,,,,,,-1143.6774,295.9372,-159.96875,53,BombsiteB,HUASOPEEK,76561198319723208,t,false,false,ct,12.627021,15,109,0,true,head,false,false,0,0,t,false,206129,-746.98987,-5.1905518,-143.96875,100,Underpass,xiELO,76561198141272052,ct,ak47,17293822569163063303,52581997602,"",0,19
false,-2254.5474,545.63416,-162.50818,100.0,BombsiteB,slaxejezzz,76561198356252021,ct,-608.1513,-954.65656,-215.96875,82,Connector,Jame,76561198036125584,ct,false,false,ct,27.427021,1,137,0,false,stomach,false,false,0,0,t,false,206323,-825.06116,97.270096,-168.6001,53,Catwalk,HUASOPEEK,76561198319723208,t,awp,17293822569125249033,23879660671,"",0,19
false,-2192.5928,500.13943,-167.96875,76.0,BombsiteB,slaxejezzz,76561198356252021,ct,-1751.7672,33.91497,-167.60828,100,BombsiteB,HObbit,76561198028292758,ct,false,false,ct,13.851161,3,27,0,false,chest,false,false,0,0,t,false,206837,-2218.2354,-247.34381,-163.95685,27,BombsiteB,dgt,76561198216891576,t,ak47,17293822569102704647,0,"",0,19
false,-1110.7063,-2232.3118,-173.8219,55.0,CTSpawn,HUASOPEEK,76561198319723208,t,-1061.7969,-2480.8618,-167.96875,72,BombsiteA,luchov,76561198067722198,t,false,false,ct,6.545521,22,59,0,true,head,false,false,0,0,t,false,211361,-1017.06573,-2232.0771,-112.90265,59,CTSpawn,zweih,76561198210626739,ct,mac10,17293822569178988561,52158623335,"",0,20
false,,,,,,,,,-921.8372,-2583.4753,-167.96875,97,CTSpawn,HObbit,76561198028292758,ct,false,false,ct,3.8058882,6,28,0,false,stomach,false,false,0,0,t,false,211399,-1037.9268,-2486.9644,-167.96875,3,BombsiteA,luchov,76561198067722198,t,m4a1,17293822569158017040,35801920474,"",0,20
false,,,,,,,,,-921.6866,-2563.182,-167.96875,97,CTSpawn,HObbit,76561198028292758,ct,false,false,ct,9.684533,6,28,0,false,stomach,false,false,0,0,t,false,211422,-1110.2013,-2232.0625,-173.73749,26,CTSpawn,HUASOPEEK,76561198319723208,t,m4a1,17293822569158017040,35801920474,"",0,20
false,,,,,,,,,-1005.1032,-2345.0198,-167.96875,98,BombsiteA,max,76561198242950384,t,false,false,ct,5.5688004,4,27,0,false,chest,false,false,0,0,t,false,211488,-913.6054,-2543.586,-167.96875,21,CTSpawn,HObbit,76561198028292758,ct,ak47,17293822569102704647,0,"",0,20
false,,,,,,,,,-879.7539,-2272.0237,-170.745,98,BombsiteA,max,76561198242950384,t,false,false,ct,5.0351067,16,110,0,true,head,false,false,0,0,t,false,212218,-707.758,-2171.6921,-179.96875,100,BombsiteA,xiELO,76561198141272052,ct,ak47,17293822569102704647,0,"",0,20
false,,,,,,,,,-30.862244,-1528.2893,-167.96875,97,BombsiteA,dgt,76561198216891576,t,false,false,ct,30.65512,0,25,0,false,right_leg,false,false,0,0,t,false,213151,-753.67053,-2495.4888,-167.96875,14,BombsiteA,slaxejezzz,76561198356252021,ct,ak47,17293822569149038599,52576952348,"",0,20
false,,,,,,,,,332.24155,-2358.232,-39.96875,100,PalaceInterior,dgt,76561198216891576,t,false,false,ct,7.922722,0,142,0,true,head,false,false,0,0,t,false,217858,29.391552,-2284.7483,-39.96875,100,PalaceInterior,HObbit,76561198028292758,ct,ak47,17293822569103622151,52726141473,"",0,21
false,-982.27545,-1527.9435,-165.94751,100.0,Jungle,slaxejezzz,76561198356252021,ct,69.41879,-2094.115,-39.96875,8,PalaceInterior,dgt,76561198216891576,t,false,false,ct,0.0,0,8,0,false,-1,false,false,0,0,t,false,218255,69.41879,-2094.115,-39.96875,8,PalaceInterior,dgt,76561198216891576,t,inferno,"","","",0,21
false,,,,,,,,,-666.27844,-2467.275,-167.96875,30,BombsiteA,luchov,76561198067722198,t,false,false,ct,29.685766,15,106,0,true,head,false,false,0,0,t,true,219440,-798.1274,-1306.1223,-167.96875,39,Jungle,xiELO,76561198141272052,ct,ak47,17293822569149038599,52576952348,"",0,21
false,-1648.9968,-1920.9751,-267.99103,73.0,CTSpawn,zweih,76561198210626739,ct,-761.8106,-1318.8109,-167.96875,100,BombsiteA,slaxejezzz,76561198356252021,ct,false,false,ct,25.691282,4,21,0,false,chest,false,false,0,0,t,false,219699,-369.38367,-2250.974,-169.45459,2,BombsiteA,HUASOPEEK,76561198319723208,t,m4a1,17293822569154674704,26522352276,"",0,21
false,,,,,,,,,-721.7892,-2174.7515,-179.96875,30,BombsiteA,luchov,76561198067722198,t,false,false,ct,21.951942,0,139,0,true,head,false,false,0,0,t,false,219812,-770.9046,-1312.2925,-167.96875,100,Jungle,slaxejezzz,76561198356252021,ct,ak47,17293822569149038599,52576952348,"",0,21
false,,,,,,,,,-766.02844,-2100.2056,-179.96875,30,BombsiteA,luchov,76561198067722198,t,false,false,ct,20.630287,15,108,0,true,head,false,false,0,0,t,false,219929,-504.48413,-1331.3651,-159.96875,6,Stairs,Jame,76561198036125584,ct,ak47,17293822569149038599,52576952348,"",0,21
false,-797.2608,-1306.0626,-167.96875,0.0,Jungle,xiELO,76561198141272052,ct,-1573.2452,-734.6367,-167.96875,73,CTSpawn,zweih,76561198210626739,ct,false,false,ct,15.130101,19,89,0,true,head,false,false,0,0,t,false,220840,-1151.4528,-1155.3014,-167.96875,30,CTSpawn,luchov,76561198067722198,t,m4a1,17293822569122955280,50647160065,"",0,21
false,,,,,,,,,-1012.98926,394.81616,-367.96875,35,Underpass,HUASOPEEK,76561198319723208,t,false,false,ct,20.574055,15,108,0,true,head,false,false,0,0,t,false,224383,-1047.4979,-412.99268,-329.46875,7,Underpass,xiELO,76561198141272052,ct,ak47,17293822569163063303,52581997602,"",0,22
false,,,,,,,,,1388.1183,-1181.8126,-167.96875,100,TSpawn,dgt,76561198216891576,t,false,false,ct,16.298618,0,140,0,true,head,false,false,0,0,t,false,225357,755.38385,-1170.1339,-260.23535,100,PalaceAlley,HObbit,76561198028292758,ct,ak47,17293822569163063303,52581997602,"",0,22
false,,,,,,,,,-579.31824,615.9571,-79.19983,100,BackAlley,max,76561198242950384,t,false,false,ct,14.167572,0,140,0,true,head,false,false,0,0,t,false,227419,-1136.4716,598.9465,-79.96875,19,Apartments,zweih,76561198210626739,ct,ak47,17293822569102704647,0,"",0,22
false,,,,,,,,,966.7464,-1056.7904,-261.7157,100,PalaceAlley,slaxejezzz,76561198356252021,ct,false,false,ct,12.392728,17,80,0,true,head,false,false,0,0,t,false,227681,1364.5431,-1321.526,-167.96875,20,PalaceInterior,dgt,76561198216891576,t,famas,17293822569102704650,0,"",0,22
false,,,,,,,,,-958.8041,-68.10602,-167.96875,73,Catwalk,slaxejezzz,76561198356252021,ct,false,false,ct,7.7064843,4,20,0,false,chest,false,false,0,0,t,false,229706,-1162.8486,-267.4355,-55.96875,19,Ladder,luchov,76561198067722198,t,famas,17293822569102704650,0,"",0,22
false,-1162.8486,-267.4355,-55.96875,0.0,Ladder,luchov,76561198067722198,t,-2020.4132,350.49503,-159.96875,100,BombsiteB,meyern,76561198195642865,t,false,false,ct,18.268744,0,139,0,true,head,false,false,0,0,t,false,230828,-1327.5173,166.97711,-165.73914,73,BombsiteB,slaxejezzz,76561198356252021,ct,ak47,17293822569149038599,52576952348,"",0,22
false,-1997.6597,458.8604,-159.96875,46.0,BombsiteB,meyern,76561198195642865,t,-2322.3894,451.57806,-167.96875,19,BombsiteB,HUASOPEEK,76561198319723208,t,false,false,ct,12.670935,0,141,0,true,head,false,false,0,0,t,false,230946,-2098.326,5.5377717,-167.96875,66,BombsiteB,Jame,76561198036125584,ct,ak47,17293822569163063303,52581997602,"",0,22
