assistedflash,assister_X,assister_Y,assister_Z,assister_active_weapon,assister_armor,assister_flash_duration,assister_flash_max_alpha,assister_has_helmet,assister_health,assister_is_airborne,assister_place,assister_name,assister_shots_fired,assister_spotted,assister_steamid,assister_side,assister_velocity_X,assister_velocity_Y,assister_velocity_Z,attacker_X,attacker_Y,attacker_Z,attacker_active_weapon,attacker_armor,attacker_flash_duration,attacker_flash_max_alpha,attacker_has_helmet,attacker_health,attacker_is_airborne,attacker_place,attacker_name,attacker_shots_fired,attacker_spotted,attacker_steamid,attacker_side,attacker_velocity_X,attacker_velocity_Y,attacker_velocity_Z,attackerblind,attackerinair,ct_side,distance,dmg_armor,dmg_health,dominated,headshot,hitgroup,noreplay,noscope,penetrated,revenge,t_side,thrusmoke,tick,victim_X,victim_Y,victim_Z,victim_active_weapon,victim_armor,victim_flash_duration,victim_flash_max_alpha,victim_has_helmet,victim_health,victim_is_airborne,victim_place,victim_name,victim_shots_fired,victim_spotted,victim_steamid,victim_side,victim_velocity_X,victim_velocity_Y,victim_velocity_Z,weapon,weapon_fauxitemid,weapon_itemid,weapon_originalowner_xuid,wipe,round_num
false,,,,,,,,,,,,,,,,,,,,-1755.0999,630.06696,-168.18335,9896574,89,0.0,255.0,true,57,false,BombsiteB,xiELO,2,false,76561198141272052,t,-8.8828125,0.62109375,0.0703125,false,false,ct,21.501694,13,89,0,true,head,false,false,0,0,t,false,110379,-1810.1929,-214.56018,-167.86505,2933661,87,0.0,255.0,true,78,false,BombsiteB,dgt,1,false,76561198216891576,ct,-11.765625,5.0117188,0.05859375,galilar,17293822569116860429,49363953501,"",0,9
false,,,,,,,,,,,,,,,,,,,,228.83661,-313.08386,-167.27222,2933661,100,0.0,255.0,true,100,false,TopofMid,HObbit,0,false,76561198028292758,t,-30.240234,41.14453,-0.765625,false,false,ct,26.389664,15,107,0,true,head,false,false,0,0,t,true,118363,-666.91907,-835.3326,-256.78125,16712103,100,0.0,255.0,true,100,true,Middle,dgt,0,false,76561198216891576,ct,28.265625,-221.54688,285.0,ak47,17293822569114501127,52403717539,"",0,10
false,,,,,,,,,,,,,,,,,,,,35.681026,-2303.082,-39.96875,12878818,100,0.0,255.0,true,99,false,PalaceInterior,HUASOPEEK,1,false,76561198319723208,ct,20.2417,-14.515625,0.0,false,false,ct,12.213779,19,89,0,true,head,false,false,0,0,t,false,120016,511.02875,-2243.9722,-39.96875,10633822,54,0.0,255.0,true,78,false,PalaceInterior,slaxejezzz,0,false,76561198356252021,t,-67.046875,40.578125,0.0,m4a1,17293822569191374864,52159726433,"",0,10
false,,,,,,,,,,,,,,,,,,,,303.5885,-1527.1818,-175.96875,13582542,70,0.0,255.0,true,100,false,TRamp,xiELO,2,true,76561198141272052,t,-0.115234375,-19.203125,0.0,false,false,ct,19.196947,3,27,0,false,chest,false,false,0,0,t,false,120112,-437.6079,-1530.9366,-39.96875,15352821,94,0.0,255.0,false,21,false,Stairs,luchov,2,true,76561198067722198,ct,0.625,-55.898438,0.0,ak47,17293822569163063303,50929720047,"",0,10
false,,,,,,,,,,,,,,,,,,,,-450.91113,-2308.8352,-167.96875,3212209,91,0.0,255.0,true,100,false,BombsiteA,meyern,0,false,76561198195642865,ct,21.851562,4.09375,0.0,false,false,ct,28.416426,1,137,0,false,stomach,false,false,0,0,t,false,120504,-667.75726,-1211.0292,-167.96875,2933661,100,0.0,255.0,true,100,false,Connector,HObbit,0,true,76561198028292758,t,-81.99609,-8.0078125,0.0,awp,17293822569120989193,45150629644,"",0,10
false,,,,,,,,,,,,,,,,,,,,-820.7749,-1306.7377,-167.96875,10159057,100,0.0,255.0,true,100,false,Jungle,zweih,0,false,76561198210626739,t,16.773438,-13.8125,0.0,false,false,ct,27.130514,15,106,0,true,head,false,false,0,0,t,false,120505,-450.92383,-2308.838,-167.96875,3212209,91,0.0,255.0,true,100,false,BombsiteA,meyern,1,false,76561198195642865,ct,-0.8125,-0.171875,0.0,ak47,17293822569144582151,52467896681,"",0,10
false,,,,,,,,,,,,,,,,,,,,98.52657,-2046.693,-167.96875,12878818,100,0.0,255.0,true,95,false,PalaceInterior,HUASOPEEK,5,true,76561198319723208,ct,8.916504,15.484375,0.0,false,false,ct,29.54005,0,23,0,false,right_leg,false,false,0,0,t,false,120618,-904.93146,-1458.771,-167.96875,10159057,82,0.0,255.0,true,14,false,Jungle,zweih,4,true,76561198210626739,t,14.136719,24.734375,0.0,m4a1,17293822569191374864,52159726433,"",0,10
false,,,,,,,,,,,,,,,,,,,,-138.33704,-1789.0354,-167.96875,13582542,63,0.0,255.0,true,60,false,BombsiteA,xiELO,3,true,76561198141272052,t,19.300781,18.242188,0.0,false,false,ct,9.179775,15,110,0,true,head,false,false,0,0,t,false,120711,106.90493,-2054.4465,-167.96875,12878818,100,0.0,255.0,true,95,false,PalaceInterior,HUASOPEEK,4,true,76561198319723208,ct,4.9023438,4.625,0.0,ak47,17293822569163063303,50929720047,"",0,10
false,106.99092,-2054.3652,-167.96875,16777215.0,0.0,0.0,255.0,false,0.0,false,PalaceInterior,HUASOPEEK,4.0,false,76561198319723208,ct,0.0,0.0,0.0,-1049.5743,-2400.374,-167.96875,7816146,100,0.0,255.0,true,100,false,CTSpawn,max,7,false,76561198242950384,ct,0.0,0.0,0.0,false,false,ct,25.58563,4,21,0,false,right_arm,false,false,0,0,t,false,120847,-145.93555,-1956.2269,-114.125,6947189,55,0.0,255.0,true,17,true,BombsiteA,xiELO,0,true,76561198141272052,t,88.24219,-81.86719,-50.0,m4a1,17293822569134161936,10901627135,"",0,10
false,,,,,,,,,,,,,,,,,,,,-705.5735,-928.49963,-219.71521,6586776,96,0.0,255.0,true,18,false,Middle,Jame,0,false,76561198036125584,t,0.0,0.0,0.0,false,false,ct,28.811203,5,438,0,true,head,false,false,0,0,t,false,122814,-437.9519,-2030.427,-179.96875,7816146,100,0.0,255.0,true,100,false,BombsiteA,max,0,false,76561198242950384,ct,0.0,0.0,0.0,awp,17293822569102704649,0,"",0,10
false,,,,,,,,,,,,,,,,,,,,-783.63074,-1232.7598,-167.96875,12321456,100,0.0,255.0,false,98,false,Connector,dgt,1,false,76561198216891576,ct,-13.7421875,3.8671875,0.0,false,false,ct,4.509758,4,22,0,false,chest,false,false,0,0,t,true,131172,-756.62213,-1057.9958,-167.96875,3179476,83,0.0,255.0,true,13,false,Connector,zweih,0,false,76561198210626739,t,-18.019531,-20.703125,0.0,m4a1,17293822569122955280,51508198279,"",0,11
false,,,,,,,,,,,,,,,,,,,,-27.233032,-1676.1473,-167.96875,10093486,91,0.0,255.0,false,18,false,BombsiteA,luchov,3,true,76561198067722198,ct,21.445312,-35.351562,0.0,false,false,ct,8.709271,19,88,0,true,head,false,false,0,0,t,false,132825,275.7798,-1516.6378,-175.96875,1180324,92,0.0,255.0,true,70,false,TRamp,HObbit,3,true,76561198028292758,t,16.267578,-28.28125,0.0,m4a1_silencer,17293822569167192124,52258558415,"",0,11
false,,,,,,,,,,,,,,,,,,,,-1763.84,698.0035,-47.96875,6210484,100,0.0,255.0,true,100,false,Apartments,xiELO,0,false,76561198141272052,t,-14.421875,135.48047,0.0,false,false,ct,15.006191,20,30,0,false,generic,false,false,0,0,t,false,133068,-1269.7137,400.63156,-167.96875,11698785,92,0.0,255.0,false,29,false,BombsiteB,max,2,false,76561198242950384,ct,-18.085938,-38.80664,0.0,hegrenade,"","","",0,11
false,,,,,,,,,,,,,,,,,,,,-2388.3254,619.35254,-78.96875,5227229,100,0.0,255.0,false,100,false,BombsiteB,meyern,0,true,76561198195642865,ct,-3.71875,17.171875,0.0,false,false,ct,21.158524,1,110,0,false,chest,false,false,0,0,t,false,133497,-1569.5223,771.9788,-47.96875,6586776,96,0.0,255.0,true,100,false,Apartments,Jame,0,true,76561198036125584,t,0.0,0.0,0.0,awp,17293822569116598281,51625669407,"",0,11
false,,,,,,,,,,,,,,,,,,,,-2204.8472,709.153,-39.71875,6210484,100,0.0,255.0,true,100,false,Truck,xiELO,5,false,76561198141272052,t,-37.734375,13.515625,0.0,false,false,ct,5.526212,0,142,0,true,head,false,false,0,0,t,false,133527,-2382.2197,586.39606,-76.21875,5227229,88,0.0,255.0,false,18,true,BombsiteB,meyern,0,true,76561198195642865,ct,11.859375,-66.515625,-93.0,ak47,17293822569163063303,50929720047,"",0,11
false,-837.567,22.532549,-167.68286,607010.0,97.0,0.0,255.0,true,74.0,false,Catwalk,HUASOPEEK,0.0,false,76561198319723208,ct,16.132812,116.176636,3.796875,-1541.4083,682.83936,-47.96875,3179476,100,0.0,255.0,false,98,false,Apartments,dgt,5,false,76561198216891576,ct,0.0,0.0,0.0,false,false,ct,18.512707,0,26,0,false,left_leg,false,false,0,0,t,false,134421,-2234.261,489.3617,-167.96875,6210484,86,0.0,255.0,true,3,false,BombsiteB,xiELO,1,true,76561198141272052,t,-31.5625,-24.201172,0.0,ak47,17293822569114501127,52403717539,"",0,11
false,,,,,,,,,,,,,,,,,,,,-2035.0702,697.61755,-47.96875,13877651,68,0.0,255.0,true,51,false,Apartments,xiELO,0,true,76561198141272052,t,72.21875,125.80469,0.0,false,false,ct,6.136611,6,178,0,true,head,false,false,0,0,t,false,141075,-1860.6796,584.93695,-167.96875,1180324,100,0.0,255.0,true,100,false,BombsiteB,max,1,true,76561198242950384,ct,-107.69531,-59.503906,0.0,deagle,17293822569105129473,51518638862,"",0,12
false,,,,,,,,,,,,,,,,,,,,-818.8138,182.46323,-173.28699,14533254,85,0.0,255.0,false,56,false,Underpass,luchov,2,false,76561198067722198,ct,11.105469,33.92871,1.546875,false,false,ct,30.102972,17,79,0,true,head,false,false,0,0,t,false,141233,-1955.4536,520.47003,-165.71875,1180324,92,0.0,255.0,true,54,false,BombsiteB,zweih,0,true,76561198210626739,t,-41.796875,-46.359375,0.0,m4a1_silencer,17293822569167192124,52258558415,"",0,12
false,-1110.5826,411.0927,-79.96875,13598926.0,71.0,0.0,255.0,true,40.0,false,Apartments,HObbit,0.0,false,76561198028292758,t,0.0,0.0,0.0,-1987.8813,303.69504,-159.96875,8945848,96,0.0,255.0,true,78,false,BombsiteB,Jame,3,false,76561198036125584,t,5.046875,81.865234,0.0,false,false,ct,31.452398,0,21,0,false,left_leg,false,false,0,0,t,false,141680,-752.1152,226.44449,-172.17822,14533254,81,1.6937263,255.0,false,7,false,Underpass,luchov,0,true,76561198067722198,ct,-1.0546875,-9.045898,-0.19921875,galilar,17293822569116860429,49363953501,"",0,12
false,,,,,,,,,,,,,,,,,,,,-736.05194,106.320786,-143.96875,7832530,97,0.0,255.0,false,77,false,Catwalk,dgt,5,true,76561198216891576,ct,0.6953125,20.79248,0.0,false,false,ct,32.188675,5,26,0,false,stomach,false,false,0,0,t,false,141740,-1983.926,327.48608,-159.96875,8945848,82,0.0,255.0,true,3,false,BombsiteB,Jame,2,true,76561198036125584,t,5.046875,26.246094,0.0,m4a1,17293822569122955280,51508198279,"",0,12
false,,,,,,,,,,,,,,,,,,,,-2032.4971,697.5903,-47.96875,9864131,96,2.7281604,255.0,true,100,false,Apartments,slaxejezzz,1,true,76561198356252021,t,0.0,0.0,0.0,false,false,ct,37.401386,3,21,0,false,right_arm,false,false,0,0,t,false,141786,-741.6401,-2.4310303,-143.96875,6210484,85,0.0,255.0,true,13,false,Catwalk,HUASOPEEK,0,false,76561198319723208,ct,3.5585938,6.4296875,0.0,galilar,17293822569154478093,41265223485,"",0,12
false,,,,,,,,,,,,,,,,,,,,-2012.5726,685.2301,-47.27533,9864131,96,0.0,255.0,true,78,false,Apartments,slaxejezzz,6,true,76561198356252021,t,12.7109375,23.738281,-5.9335938,false,false,ct,36.431843,3,21,0,false,chest,false,false,0,0,t,false,141944,-737.6128,35.19638,-143.96875,7832530,88,0.0,255.0,false,5,false,Catwalk,dgt,5,true,76561198216891576,ct,0.0,0.0,0.0,galilar,17293822569154478093,41265223485,"",0,12
false,-1938.3866,259.38617,-159.96875,1180324.0,70.0,0.0,255.0,true,38.0,false,BombsiteB,HObbit,0.0,false,76561198028292758,t,69.21094,-41.625,0.0,-2338.4417,122.322685,-167.96875,13877651,63,0.0,255.0,true,22,false,BombsiteB,xiELO,0,false,76561198141272052,t,152.34375,28.210938,0.0,false,false,ct,5.127261,6,181,0,true,head,false,false,0,0,t,false,143621,-2353.4094,-76.94116,-165.87122,6586776,93,0.0,255.0,true,51,false,BombsiteB,meyern,0,false,76561198195642865,ct,21.453125,40.007812,-4.3046875,deagle,17293822569105129473,51518638862,"",0,12
false,,,,,,,,,,,,,,,,,,,,5.8636503,-1922.7418,-167.96875,9470864,100,0.0,255.0,false,100,false,BombsiteA,slaxejezzz,0,false,76561198356252021,ct,-225.26971,48.507812,0.0,false,false,ct,9.913337,0,130,0,true,head,false,false,0,0,t,false,158022,-161.65857,-2278.3176,-167.96875,9453789,91,0.0,255.0,false,82,false,BombsiteA,HUASOPEEK,0,true,76561198319723208,t,-97.47266,-24.34375,0.0,usp_silencer,17293822569196486717,52565656904,"",0,13
false,,,,,,,,,,,,,,,,,,,,125.26988,-1992.4985,-167.96875,3146409,84,0.0,255.0,false,65,false,PalaceInterior,luchov,0,true,76561198067722198,t,-88.07373,-80.578125,0.0,false,false,ct,2.0585904,0,117,0,true,head,false,false,0,0,t,false,158156,89.49313,-1922.2043,-167.96875,9470864,100,0.0,255.0,false,100,false,BombsiteA,slaxejezzz,0,true,76561198356252021,ct,36.719727,-55.375,0.0,glock,17293822569181872132,52158655151,"",0,13
false,,,,,,,,,,,,,,,,,,,,-1235.2593,-1234.1805,-167.96875,12124722,100,0.0,255.0,false,100,false,CTSpawn,Jame,0,true,76561198036125584,ct,19.335938,26.625,0.0,false,false,ct,41.125637,0,103,0,true,head,false,false,0,0,t,false,158195,67.114845,-2188.1753,-39.96875,15893120,100,0.0,255.0,false,100,false,PalaceInterior,meyern,0,true,76561198195642865,t,-103.93994,-172.34375,0.0,usp_silencer,17293822569174925373,24292220794,"",0,13
false,,,,,,,,,,,,,,,,,,,,-885.66187,-2312.64,-168.41467,819922,93,0.0,255.0,false,86,false,BombsiteA,max,0,false,76561198242950384,t,19.585938,104.9375,-6.40625,false,false,ct,17.67193,0,95,0,true,head,false,false,0,0,t,false,159607,-1565.5453,-2191.0732,-252.24121,5881961,94,0.0,255.0,false,89,false,CTSpawn,zweih,1,false,76561198210626739,ct,19.078125,92.109375,-1.609375,glock,17293822569102704644,0,"",0,13
false,,,,,,,,,,,,,,,,,,,,-766.1804,-569.17883,-266.3542,8520215,100,0.0,255.0,false,100,false,Middle,xiELO,0,true,76561198141272052,ct,138.5039,61.648438,-5.9179688,false,false,ct,14.524366,0,125,0,true,head,false,false,0,0,t,false,159962,-550.9276,-1089.5223,-167.96875,5603965,93,0.0,255.0,false,85,false,Connector,dgt,1,true,76561198216891576,t,-106.64453,-51.601562,0.0,usp_silencer,17293822569135734845,45080861782,"",0,13
false,,,,,,,,,,,,,,,,,,,,-608.258,-921.4168,-223.25665,8520215,100,0.0,255.0,false,100,false,Middle,xiELO,0,false,76561198141272052,ct,-12.238281,83.42578,-41.714844,false,false,ct,20.990236,0,120,0,true,head,false,false,0,0,t,false,160165,-795.8075,-1721.3046,-151.9339,819922,92,0.0,255.0,false,84,false,BombsiteA,max,0,false,76561198242950384,t,-30.152344,7.921875,0.0,usp_silencer,17293822569135734845,45080861782,"",0,13
false,,,,,,,,,,,,,,,,,,,,-206.03815,-1954.5519,-167.96875,3146409,69,0.0,255.0,false,30,false,BombsiteA,luchov,0,true,76561198067722198,t,47.05078,-141.69531,0.0,false,false,ct,20.187962,0,92,0,true,head,false,false,0,0,t,false,160214,-889.90857,-2357.566,-167.96875,7127729,0,0.0,255.0,false,40,false,CTSpawn,HObbit,0,true,76561198028292758,ct,175.47656,-147.75,0.0,glock,17293822569181872132,52158655151,"",0,13
false,,,,,,,,,,,,,,,,,,,,-150.58484,-2100.2373,-167.96875,3146409,69,3.7646155,255.0,false,30,false,BombsiteA,luchov,0,true,76561198067722198,t,-21.019531,-24.53125,0.0,false,false,ct,12.273357,0,102,0,true,head,false,false,0,0,t,false,160499,-487.8402,-1760.0342,-177.11145,8520215,100,0.0,255.0,false,100,false,BombsiteA,xiELO,0,false,76561198141272052,ct,-2.9257812,-225.14844,-10.265625,glock,17293822569181872132,52158655151,"",0,13
false,,,,,,,,,,,,,,,,,,,,-114.03473,-2216.203,-167.96875,3146409,69,0.0,255.0,false,30,false,BombsiteA,luchov,0,true,76561198067722198,t,1.8046875,81.40625,0.0,false,false,ct,12.713107,0,102,0,true,head,false,false,0,0,t,false,160864,-371.49683,-1785.5966,-167.96875,12124722,93,0.0,255.0,false,88,false,BombsiteA,Jame,0,true,76561198036125584,ct,63.796875,69.3125,4.7304688,glock,17293822569181872132,52158655151,"",0,13
false,,,,,,,,,,,,,,,,,,,,273.65823,-1470.0488,-175.96875,15696534,94,0.0,255.0,true,79,false,TRamp,HUASOPEEK,4,false,76561198319723208,t,-28.298828,24.554688,0.0,false,false,ct,13.013052,0,90,0,true,head,false,false,1,0,t,false,164191,-50.51001,-1866.725,-167.96875,3735959,0,0.0,255.0,false,71,false,BombsiteA,HObbit,0,false,76561198028292758,ct,39.51172,-33.0,0.0,galilar,17293822569130754061,51740217357,"",0,14
false,-302.4596,-1609.2001,-167.96875,15696534.0,94.0,0.0,255.0,true,79.0,false,BombsiteA,HUASOPEEK,4.0,false,76561198319723208,t,23.242188,19.695312,0.0,26.760923,-2311.4712,-39.96875,9388837,97,0.0,255.0,true,79,false,PalaceInterior,dgt,1,false,76561198216891576,t,-45.661987,56.28125,0.0,false,false,ct,6.724763,0,29,0,false,chest,false,false,0,0,t,true,164962,73.87669,-2050.7773,-39.96875,4408020,0,0.0,255.0,false,25,false,PalaceInterior,xiELO,4,false,76561198141272052,ct,-24.669434,7.609375,0.0,galilar,17293822569130754061,38831224886,"",0,14
false,-304.49445,-1579.474,-167.96875,15696534.0,85.0,0.0,255.0,true,60.0,false,BombsiteA,HUASOPEEK,0.0,false,76561198319723208,t,-11.089844,-60.828125,0.0,-58.22113,-2073.2593,-167.96875,6471851,100,0.0,255.0,true,100,false,BombsiteA,max,3,false,76561198242950384,t,5.3984375,-13.171875,0.0,false,false,ct,8.250549,0,35,0,false,chest,false,false,0,0,t,false,165055,-359.58136,-2196.2563,-173.88275,15254342,0,0.0,255.0,false,6,false,BombsiteA,slaxejezzz,0,true,76561198356252021,ct,-39.73828,5.078125,-2.2148438,ak47,17293822569196093447,52158661684,"",0,14
false,,,,,,,,,,,,,,,,,,,,-186.30505,-2186.3171,-167.96875,6471851,69,0.0,255.0,true,36,false,BombsiteA,max,7,false,76561198242950384,t,13.203125,-41.1875,0.0,false,false,ct,13.243051,0,35,0,false,right_arm,false,false,0,0,t,true,165275,-687.7814,-2328.9524,-176.6742,8290584,0,0.0,255.0,false,22,false,BombsiteA,zweih,0,false,76561198210626739,ct,-31.242188,97.703125,-10.0703125,ak47,17293822569196093447,52158661684,"",0,14
false,-180.33319,-2341.3442,-167.96875,6471851.0,69.0,0.0,255.0,true,36.0,false,BombsiteA,max,0.0,false,76561198242950384,t,10.394531,80.34375,0.0,-583.69617,-2062.7114,-53.96875,15696534,85,0.0,255.0,true,60,false,BombsiteA,HUASOPEEK,2,true,76561198319723208,t,-16.03125,-1.578125,0.0,false,false,ct,16.059656,0,66,0,true,head,false,false,2,0,t,false,165403,-1000.481,-2519.6943,-167.96875,12911586,92,0.0,255.0,false,32,false,CTSpawn,Jame,0,true,76561198036125584,ct,55.51953,-55.0,0.0,galilar,17293822569130754061,51740217357,"",0,14
false,,,,,,,,,,,,,,,,,,,,-802.63806,-915.336,-167.96875,8274015,97,0.0,255.0,false,79,false,Middle,xiELO,6,false,76561198141272052,ct,-19.351562,28.449219,0.0,false,false,ct,36.918888,4,22,0,false,chest,false,false,0,0,t,true,168637,403.17285,-103.931885,-162.96875,15319629,82,0.0,255.0,true,1,false,TopofMid,meyern,0,false,76561198195642865,t,25.636719,-40.55078,0.0,m4a1_silencer,17293822569126297660,49363953488,"",0,15
false,-739.1345,-252.27411,-159.96875,6603160.0,91.0,0.0,255.0,false,33.0,false,Catwalk,Jame,0.0,false,76561198036125584,ct,17.035156,81.77344,0.0,-701.8537,-816.1207,-263.96875,15368404,100,0.0,255.0,false,100,false,Middle,slaxejezzz,3,false,76561198356252021,ct,0.0,0.0,0.0,false,false,ct,23.201307,5,23,0,false,chest,false,false,0,0,t,false,168677,188.30472,-645.1221,-162.73859,5341576,90,2.1216762,255.0,true,6,false,TopofMid,luchov,0,true,76561198067722198,t,6.274414,48.195312,-0.24609375,m4a1_silencer,17293822569169354812,52468123987,"",0,15
false,,,,,,,,,,,,,,,,,,,,-1222.656,-1526.4149,-152.80054,15368404,100,0.0,255.0,false,100,false,Jungle,slaxejezzz,0,true,76561198356252021,ct,0.0,0.0,0.0,false,false,ct,21.84229,17,83,0,true,head,false,false,0,0,t,false,172368,-1103.8184,-675.22955,-134.96875,9388837,61,0.0,255.0,true,70,false,Middle,max,2,true,76561198242950384,t,58.859375,-20.964844,0.0,m4a1_silencer,17293822569169354812,52468123987,"",0,15
false,,,,,,,,,,,,,,,,,,,,-97.91638,-378.36346,-167.95776,15696534,85,0.0,255.0,true,26,false,Catwalk,HUASOPEEK,0,false,76561198319723208,t,28.007812,25.589844,-0.015625,false,false,ct,28.907692,0,114,0,true,head,false,false,0,0,t,false,172830,-1181.9598,-722.32336,-167.96875,8274015,97,0.0,255.0,false,79,false,SnipersNest,xiELO,0,false,76561198141272052,ct,-1.453125,70.94531,0.0,galilar,17293822569130754061,51740217357,"",0,15
false,188.30472,-645.1221,-162.73859,16777215.0,0.0,0.0,255.0,false,0.0,false,TopofMid,luchov,0.0,false,76561198067722198,t,0.0,0.0,0.0,841.2655,-1048.68,-258.95184,6471851,51,0.0,255.0,true,17,false,PalaceAlley,dgt,3,true,76561198216891576,t,0.0,0.0,0.0,false,false,ct,7.4151673,0,142,0,true,head,false,false,0,0,t,false,174126,1001.2206,-1252.6714,-108.96875,6718450,91,0.0,255.0,false,33,false,PalaceAlley,Jame,1,true,76561198036125584,ct,12.457031,9.640625,0.0,ak47,17293822569196093447,52158661684,"",0,15
false,,,,,,,,,,,,,,,,,,,,-1055.2369,-565.53894,-263.96875,4456643,94,0.0,255.0,true,47,false,Middle,xiELO,8,false,76561198141272052,ct,-0.3203125,16.109375,0.0,false,false,ct,31.957739,4,22,0,false,chest,false,false,0,0,t,true,177320,200.03477,-536.3808,-161.85352,12927970,72,0.0,255.0,true,1,false,TopofMid,max,4,false,76561198242950384,t,0.23144531,-16.316406,3.78125,m4a1_silencer,17293822569141174332,29775541710,"",0,16
false,,,,,,,,,,,,,,,,,,,,-692.6932,-798.1015,-263.96875,4883030,90,0.0,255.0,false,14,false,Middle,slaxejezzz,6,false,76561198356252021,ct,2.28125,-5.765625,0.0,false,false,ct,31.516382,4,22,0,false,chest,false,false,0,0,t,true,177394,458.5645,-345.94446,-159.96875,15139404,94,0.0,255.0,true,23,false,TopofMid,luchov,12,false,76561198067722198,t,7.7382812,21.699219,0.0,m4a1_silencer,17293822569169354812,52468123987,"",0,16
false,458.5645,-345.94446,-159.96875,16777215.0,0.0,0.0,255.0,false,0.0,false,TopofMid,luchov,12.0,false,76561198067722198,t,0.0,0.0,0.0,-205.43262,-1843.4133,-167.96875,15696534,85,0.0,255.0,true,100,false,BombsiteA,HUASOPEEK,0,false,76561198319723208,t,-36.98828,-62.882812,0.0,false,false,ct,22.783022,0,115,0,true,head,false,false,0,0,t,false,177995,-986.8284,-1397.7072,-167.0393,4883030,90,0.0,255.0,false,14,false,Jungle,slaxejezzz,0,false,76561198356252021,ct,-116.01172,-15.2109375,1.5390625,galilar,17293822569130754061,51740217357,"",0,16
false,200.03938,-536.64734,-161.79163,16777215.0,0.0,0.0,255.0,false,0.0,false,TopofMid,max,4.0,false,76561198242950384,t,0.0,0.0,0.0,-431.2732,-1733.3667,-170.89807,6471851,51,0.0,255.0,true,100,false,BombsiteA,dgt,0,false,76561198216891576,t,4.9609375,3.328125,0.58984375,false,false,ct,23.85251,3,26,0,false,chest,false,false,0,0,t,false,178226,-1231.1849,-1241.5713,-167.96875,4456643,91,0.0,255.0,true,21,false,CTSpawn,xiELO,7,true,76561198141272052,ct,-8.65625,-11.5,0.0,ak47,17293822569196093447,52158661684,"",0,16
false,,,,,,,,,,,,,,,,,,,,-593.00836,-1313.2543,-167.96875,1835363,100,0.0,255.0,true,100,false,BombsiteA,HObbit,1,false,76561198028292758,ct,-22.601562,-2.7734375,0.0,false,false,ct,23.478127,17,82,0,true,head,false,false,0,0,t,false,178434,-474.2838,-2230.0242,-175.97906,10764391,96,0.0,255.0,true,78,false,BombsiteA,meyern,1,false,76561198195642865,t,-15.3203125,-6.140625,-0.13671875,m4a1_silencer,17293822569141174332,29775541710,"",0,16
false,,,,,,,,,,,,,,,,,,,,-1357.2509,-2407.3499,-211.46155,15368404,100,0.0,255.0,true,100,false,CTSpawn,Jame,5,false,76561198036125584,ct,0.0,0.0,0.0,false,false,ct,27.969942,6,29,0,false,stomach,false,false,0,0,t,false,178655,-284.65344,-2159.1692,-173.84924,15696534,69,0.0,255.0,true,8,false,BombsiteA,HUASOPEEK,0,true,76561198319723208,t,1.625,2.6875,-0.1640625,m4a1_silencer,17293822569169354812,52468123987,"",0,16
false,,,,,,,,,,,,,,,,,,,,-1297.3164,-1161.0383,-167.96875,13222255,100,0.0,255.0,true,100,false,CTSpawn,zweih,3,false,76561198210626739,ct,6.6875,8.1328125,0.0,false,false,ct,37.07062,3,17,0,false,stomach,false,false,1,0,t,false,178928,-174.55829,-2093.4824,-167.96875,6471851,33,0.0,255.0,true,4,false,BombsiteA,dgt,0,false,76561198216891576,t,-24.632812,-36.828125,0.0,m4a1,17293822569122955280,50647160065,"",0,16
false,,,,,,,,,,,,,,,,,,,,-1176.5941,-537.5885,-167.96875,13894643,100,0.0,255.0,true,100,false,SnipersNest,Jame,0,true,76561198036125584,ct,1.4765625,15.222656,0.0,false,false,ct,34.871,1,136,0,false,stomach,false,false,0,0,t,false,181444,192.12463,-644.28314,-162.33661,11174709,100,0.0,255.0,false,100,false,TopofMid,dgt,1,true,76561198216891576,t,0.0,0.0,0.0,awp,17293822569156378633,50766264369,"",0,17
false,,,,,,,,,,,,,,,,,,,,428.9953,-207.54443,-161.4674,8290399,0,0.0,255.0,false,100,false,TopofMid,luchov,0,false,76561198067722198,t,-0.4921875,4.3203125,-0.24609375,false,false,ct,40.9972,4,114,0,true,head,false,false,0,0,t,true,181813,-1128.2651,-626.3483,-167.96875,15270726,100,0.0,255.0,true,100,false,SnipersNest,slaxejezzz,0,false,76561198356252021,ct,95.83594,-0.5234375,0.0,deagle,17293822569171779585,52158607599,"",0,17
false,,,,,,,,,,,,,,,,,,,,-718.75916,-970.22034,-215.96875,11174709,93,0.0,255.0,false,67,false,Connector,HUASOPEEK,0,false,76561198319723208,t,-23.253906,-0.76171875,0.0,false,false,ct,31.98508,15,106,0,true,head,false,false,0,0,t,false,185237,-753.1218,288.10812,-164.15216,6471851,100,0.0,255.0,true,100,false,Underpass,zweih,0,false,76561198210626739,ct,-10.050781,-3.4726562,-0.51953125,ak47,17293822569103622151,52726141473,"",0,17
false,,,,,,,,,,,,,,,,,,,,-574.6458,-344.06274,-167.9289,10764391,73,0.0,255.0,true,51,false,Catwalk,xiELO,2,false,76561198141272052,ct,64.44141,0.0,0.06640625,false,false,ct,31.81194,0,34,0,false,chest,false,false,0,0,t,false,185826,-775.5555,-1579.4849,-167.96875,8290399,0,0.0,255.0,false,32,false,BombsiteA,luchov,0,false,76561198067722198,t,-45.94922,31.015625,0.0,ak47,17293822569149038599,52576952348,"",0,17
