health,place,side,Y,X,Z,tick,steamid,name,round_num
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1095,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1095,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1095,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1095,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1096,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1096,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1096,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1096,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1096,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1096,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1096,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1096,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1096,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1096,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1097,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1097,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1097,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1097,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1097,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1097,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1097,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1097,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1097,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1097,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1098,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1098,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1098,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1098,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1098,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1098,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1098,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1098,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1098,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1098,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1099,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1099,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1099,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1099,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1099,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1099,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1099,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1099,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1099,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1099,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1100,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1100,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1100,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1100,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1100,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1100,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1100,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1100,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1100,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1100,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1101,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1101,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1101,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1101,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1101,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1101,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1101,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1101,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1101,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1101,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1102,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1102,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1102,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1102,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1102,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1102,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1102,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1102,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1102,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1102,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1103,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1103,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1103,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1103,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1103,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1103,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1103,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1103,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1103,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1103,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1104,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1104,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1104,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1104,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1104,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1104,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1104,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1104,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1104,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1104,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1105,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1105,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1105,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1105,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1105,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1105,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1105,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1105,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1105,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1105,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1106,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1106,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1106,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1106,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1106,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1106,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1106,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1106,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1106,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1106,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1107,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1107,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1107,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1107,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1107,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1107,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1107,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1107,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1107,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1107,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1108,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1108,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1108,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1108,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1108,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1108,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1108,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1108,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1108,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1108,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1109,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1109,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1109,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1109,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1109,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1109,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1109,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1109,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1109,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1109,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1110,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1110,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1110,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1110,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1110,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1110,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1110,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1110,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1110,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1110,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1111,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1111,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1111,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1111,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1111,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1111,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1111,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1111,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1111,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1111,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1112,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1112,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1112,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1112,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1112,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1112,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1112,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1112,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1112,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1112,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1113,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1113,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1113,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1113,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1113,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1113,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1113,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1113,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1113,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1113,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1114,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1114,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1114,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1114,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1114,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1114,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1114,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1114,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1114,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1114,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1115,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1115,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1115,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1115,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1115,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1115,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1115,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1115,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1115,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1115,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1116,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1116,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1116,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1116,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1116,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1116,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1116,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1116,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1116,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1116,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1117,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1117,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1117,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1117,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1117,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1117,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1117,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1117,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1117,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1117,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1118,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1118,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1118,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1118,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1118,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1118,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1118,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1118,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1118,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1118,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1119,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1119,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1119,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1119,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1119,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1119,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1119,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1119,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1119,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1119,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1120,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1120,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1120,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1120,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1120,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1120,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1120,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1120,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1120,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1120,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1121,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1121,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1121,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1121,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1121,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1121,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1121,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1121,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1121,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1121,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1122,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1122,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1122,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1122,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1122,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1122,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1122,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1122,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1122,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1122,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1123,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1123,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1123,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1123,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1123,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1123,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1123,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1123,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1123,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1123,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1124,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1124,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1124,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1124,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1124,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1124,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1124,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1124,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1124,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1124,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1125,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1125,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1125,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1125,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1125,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1125,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1125,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1125,76561198067722198,luchov,1
100,CTSpawn,ct,-1800.0,-1656.0,-267.20642,1125,76561198195642865,meyern,1
100,TSpawn,t,-307.0,1216.0,-164.81482,1125,76561198036125584,Jame,1
100,TSpawn,t,32.0,1296.0,-167.96875,1126,76561198356252021,slaxejezzz,1
100,CTSpawn,ct,-1800.0,-1776.0,-263.96875,1126,76561198319723208,HUASOPEEK,1
100,TSpawn,t,32.0,1136.0,-164.78845,1126,76561198210626739,zweih,1
100,CTSpawn,ct,-1976.0,-1776.0,-263.96875,1126,76561198242950384,max,1
100,TSpawn,t,-64.0,1136.0,-164.49915,1126,76561198028292758,HObbit,1
100,TSpawn,t,-160.0,1136.0,-164.43054,1126,76561198141272052,xiELO,1
100,CTSpawn,ct,-1896.0,-1720.0,-267.6023,1126,76561198216891576,dgt,1
100,CTSpawn,ct,-1976.0,-1656.0,-267.4583,1126,76561198067722198,luchov,1
